order_id,order_date,amount,product_id,customer_id,category,region,fulfilment_method,shipping_service,payment_status,return_event,return_date,refund_event,chargeback_event
ORD-0004765,2025-02-03 23:00:00,2010.58,ELE-0004,CUST-00333,Electronics,East,platform_fulfilled,Expedited,paid,False,,False,False
ORD-0005538,2025-02-03 23:00:00,3168.4,HOM-0001,CUST-00241,Home,East,platform_fulfilled,Economy,paid,False,,False,False
ORD-0005378,2025-02-03 23:00:00,471.42,BEA-0001,CUST-01554,Beauty,South,merchant_fulfilled,Standard,paid,False,,False,False
ORD-0006240,2025-02-04 00:00:00,1037.54,HOM-0001,CUST-01300,Home,East,platform_fulfilled,Standard,paid,False,,False,False
ORD-0003947,2025-02-04 00:00:00,946.47,APP-0001,CUST-01894,Apparel,East,merchant_fulfilled,Economy,cod,False,,False,False
ORD-0019458,2025-02-04 00:00:00,423.71,BOO-0028,CUST-01118,Books,South,merchant_fulfilled,Standard,paid,True,1739750400000000000,True,False
ORD-0001905,2025-02-04 00:00:00,2096.52,HOM-0023,CUST-01271,Home,North,platform_fulfilled,Standard,cod,False,,False,False
ORD-0010508,2025-02-04 01:00:00,543.89,APP-0002,CUST-01791,Apparel,North,platform_fulfilled,Expedited,cod,True,1738976400000000000,True,False
ORD-0021850,2025-02-04 01:00:00,1390.51,APP-0001,CUST-01004,Apparel,West,platform_fulfilled,Expedited,cod,False,,False,False
ORD-0002692,2025-02-04 01:00:00,1274.52,ELE-0002,CUST-01491,Electronics,West,platform_fulfilled,Standard,paid,False,,False,False
ORD-0013630,2025-02-04 02:00:00,1592.93,ELE-0001,CUST-01886,Electronics,North,platform_fulfilled,Expedited,paid,True,1739757600000000000,True,False
ORD-0003356,2025-02-04 02:00:00,1920.93,ELE-0004,CUST-00366,Electronics,South,platform_fulfilled,Standard,paid,False,,False,False
ORD-0014352,2025-02-04 02:00:00,431.67,BEA-0001,CUST-01085,Beauty,North,platform_fulfilled,Standard,paid,False,,False,False
ORD-0018583,2025-02-04 02:00:00,966.66,APP-0001,CUST-01412,Apparel,West,platform_fulfilled,Economy,paid,True,1740362400000000000,True,False
ORD-0014721,2025-02-04 03:00:00,530.05,SPO-0003,CUST-00064,Sports,North,third_party_fulfilled,Economy,paid,False,,False,False
ORD-0002464,2025-02-04 03:00:00,3376.42,HOM-0002,CUST-00505,Home,East,third_party_fulfilled,Expedited,paid,False,,False,False
ORD-0010588,2025-02-04 03:00:00,200.65,BOO-0006,CUST-00912,Books,West,platform_fulfilled,Expedited,paid,True,1739415600000000000,True,False
ORD-0019319,2025-02-04 04:00:00,1329.99,HOM-0001,CUST-00082,Home,South,platform_fulfilled,Standard,cod,False,,False,False
ORD-0011565,2025-02-04 04:00:00,1490.44,APP-0002,CUST-01726,Apparel,East,platform_fulfilled,Economy,paid,True,1739937600000000000,True,True
ORD-0014429,2025-02-04 04:00:00,1914.43,ELE-0001,CUST-01232,Electronics,South,merchant_fulfilled,Expedited,cod,False,,False,False
ORD-0023291,2025-02-04 05:00:00,10470.26,ELE-0002,CUST-01776,Electronics,East,third_party_fulfilled,Economy,cod,True,1738990800000000000,False,False
ORD-0011816,2025-02-04 05:00:00,312.3,BEA-0003,CUST-00918,Beauty,West,platform_fulfilled,Standard,paid,False,,False,False
ORD-0022739,2025-02-04 05:00:00,435.21,APP-0001,CUST-01605,Apparel,East,merchant_fulfilled,Expedited,paid,True,1740114000000000000,True,False
ORD-0014009,2025-02-04 06:00:00,288.47,BOO-0001,CUST-01095,Books,East,platform_fulfilled,Economy,paid,True,1740117600000000000,True,False
ORD-0012576,2025-02-04 06:00:00,3201.06,ELE-0001,CUST-01342,Electronics,West,platform_fulfilled,Standard,paid,False,,False,False
ORD-0018350,2025-02-04 06:00:00,1861.77,ELE-0015,CUST-01362,Electronics,Central,platform_fulfilled,Standard,paid,True,1739426400000000000,True,False
ORD-0016207,2025-02-04 06:00:00,373.55,BOO-0007,CUST-01416,Books,Central,merchant_fulfilled,Standard,cod,False,,False,False
ORD-0008919,2025-02-04 06:00:00,664.89,SPO-0001,CUST-00028,Sports,North,merchant_fulfilled,Standard,paid,False,,False,False
ORD-0021066,2025-02-04 06:00:00,781.25,BEA-0001,CUST-01735,Beauty,North,third_party_fulfilled,Standard,paid,True,1739426400000000000,True,False
ORD-0016143,2025-02-04 07:00:00,765.03,APP-0002,CUST-00599,Apparel,South,merchant_fulfilled,Standard,paid,True,1739516400000000000,False,False
ORD-0007418,2025-02-04 08:00:00,683.79,SPO-0009,CUST-01906,Sports,East,platform_fulfilled,Economy,cod,False,,False,False
ORD-0021657,2025-02-04 08:00:00,1581.5,APP-0006,CUST-00893,Apparel,East,merchant_fulfilled,Economy,paid,True,1739779200000000000,True,False
ORD-0022969,2025-02-04 08:00:00,705.09,APP-0003,CUST-01291,Apparel,Central,third_party_fulfilled,Economy,paid,False,,False,False
ORD-0023895,2025-02-04 09:00:00,1376.66,HOM-0001,CUST-00809,Home,West,third_party_fulfilled,Expedited,paid,True,1739869200000000000,True,False
ORD-0013724,2025-02-04 09:00:00,469.51,BEA-0001,CUST-00520,Beauty,North,platform_fulfilled,Standard,paid,False,,False,False
ORD-0023475,2025-02-04 09:00:00,1026.22,APP-0001,CUST-00961,Apparel,North,platform_fulfilled,Standard,paid,False,,False,False
ORD-0006668,2025-02-04 09:00:00,712.11,ELE-0001,CUST-00378,Electronics,North,platform_fulfilled,Economy,cod,False,,False,False
ORD-0014948,2025-02-04 10:00:00,2190.93,ELE-0001,CUST-00218,Electronics,North,platform_fulfilled,Standard,paid,False,,False,False
ORD-0016262,2025-02-04 10:00:00,891.85,SPO-0001,CUST-00002,Sports,Central,platform_fulfilled,Standard,paid,True,1739527200000000000,True,False
ORD-0001136,2025-02-04 11:00:00,1770.33,ELE-0018,CUST-01121,Electronics,Central,platform_fulfilled,Expedited,paid,False,,False,False
ORD-0004334,2025-02-04 11:00:00,1192.39,ELE-0002,CUST-01641,Electronics,South,third_party_fulfilled,Standard,paid,False,,False,False
ORD-0001379,2025-02-04 11:00:00,1036.53,HOM-0001,CUST-00100,Home,North,platform_fulfilled,Economy,cod,True,1739012400000000000,True,False
ORD-0000419,2025-02-04 11:00:00,443.98,APP-0001,CUST-00127,Apparel,North,merchant_fulfilled,Expedited,paid,True,1739790000000000000,False,False
ORD-0007058,2025-02-04 12:00:00,472.64,APP-0002,CUST-01556,Apparel,West,third_party_fulfilled,Expedited,paid,False,,False,False
ORD-0020741,2025-02-04 13:00:00,809.92,ELE-0002,CUST-00752,Electronics,South,third_party_fulfilled,Economy,paid,True,1739365200000000000,True,False
ORD-0023061,2025-02-04 13:00:00,2346.96,ELE-0001,CUST-00018,Electronics,West,third_party_fulfilled,Standard,paid,True,1739106000000000000,True,False
ORD-0013773,2025-02-04 13:00:00,767.35,HOM-0001,CUST-00105,Home,North,merchant_fulfilled,Economy,paid,False,,False,False
ORD-0015925,2025-02-04 14:00:00,572.13,HOM-0002,CUST-01170,Home,South,merchant_fulfilled,Economy,paid,False,,False,False
ORD-0022080,2025-02-04 14:00:00,483.27,BEA-0001,CUST-00722,Beauty,North,platform_fulfilled,Standard,paid,True,1739800800000000000,True,False
ORD-0013370,2025-02-04 15:00:00,1439.74,HOM-0001,CUST-00687,Home,West,merchant_fulfilled,Standard,paid,False,,False,False
ORD-0001471,2025-02-04 16:00:00,151.58,BOO-0001,CUST-00162,Books,East,third_party_fulfilled,Standard,paid,False,,False,False
ORD-0013628,2025-02-04 16:00:00,4123.95,ELE-0001,CUST-01673,Electronics,East,third_party_fulfilled,Standard,paid,False,,False,False
ORD-0001858,2025-02-04 17:00:00,393.74,APP-0005,CUST-00288,Apparel,Central,platform_fulfilled,Expedited,paid,True,1739206800000000000,True,False
ORD-0017968,2025-02-04 17:00:00,974.93,HOM-0001,CUST-00347,Home,West,platform_fulfilled,Expedited,cod,False,,False,False
ORD-0022919,2025-02-04 18:00:00,537.39,APP-0003,CUST-01011,Apparel,North,third_party_fulfilled,Standard,cod,True,1740160800000000000,True,False
ORD-0001373,2025-02-04 18:00:00,1737.49,ELE-0012,CUST-01509,Electronics,North,platform_fulfilled,Expedited,paid,False,,False,False
ORD-0023007,2025-02-04 18:00:00,1691.1,BEA-0001,CUST-01933,Beauty,North,platform_fulfilled,Economy,paid,True,1739124000000000000,True,False
ORD-0005705,2025-02-04 18:00:00,810.82,HOM-0001,CUST-00983,Home,Central,merchant_fulfilled,Economy,cod,False,,False,False
ORD-0019546,2025-02-04 19:00:00,294.72,SPO-0008,CUST-01620,Sports,East,merchant_fulfilled,Standard,cod,False,,False,False
ORD-0011592,2025-02-04 19:00:00,2140.02,APP-0001,CUST-00324,Apparel,East,platform_fulfilled,Economy,paid,False,,False,False
ORD-0011202,2025-02-04 19:00:00,1094.39,APP-0002,CUST-00231,Apparel,Central,merchant_fulfilled,Expedited,paid,False,,False,False
ORD-0008684,2025-02-04 19:00:00,758.79,SPO-0001,CUST-01543,Sports,East,merchant_fulfilled,Standard,cod,False,,False,False
ORD-0004092,2025-02-04 19:00:00,1015.83,BEA-0001,CUST-01917,Beauty,East,merchant_fulfilled,Standard,paid,False,,False,False
ORD-0014034,2025-02-04 19:00:00,3181.23,ELE-0001,CUST-01501,Electronics,South,platform_fulfilled,Economy,paid,False,,False,False
ORD-0010151,2025-02-04 19:00:00,1345.96,ELE-0001,CUST-00537,Electronics,North,platform_fulfilled,Standard,cod,False,,False,False
ORD-0022893,2025-02-04 20:00:00,840.38,HOM-0001,CUST-01322,Home,North,third_party_fulfilled,Economy,paid,True,1739649600000000000,True,False
ORD-0015935,2025-02-04 20:00:00,1340.56,ELE-0001,CUST-00548,Electronics,North,platform_fulfilled,Standard,cod,False,,False,False
ORD-0003399,2025-02-04 21:00:00,522.7,BEA-0042,CUST-01269,Beauty,North,merchant_fulfilled,Standard,paid,False,,False,False
ORD-0016769,2025-02-04 21:00:00,2601.87,ELE-0002,CUST-00529,Electronics,West,third_party_fulfilled,Standard,paid,False,,False,False
ORD-0003433,2025-02-04 21:00:00,159.36,BOO-0001,CUST-01873,Books,East,platform_fulfilled,Standard,paid,False,,False,False
ORD-0021180,2025-02-04 21:00:00,607.15,BEA-0001,CUST-00612,Beauty,North,platform_fulfilled,Expedited,paid,True,1739826000000000000,True,False
ORD-0000293,2025-02-04 21:00:00,664.64,BOO-0002,CUST-00096,Books,North,platform_fulfilled,Standard,paid,False,,False,False
ORD-0006974,2025-02-04 22:00:00,223.79,BOO-0001,CUST-01633,Books,South,platform_fulfilled,Expedited,paid,False,,False,False
ORD-0023426,2025-02-04 22:00:00,1093.12,APP-0001,CUST-01819,Apparel,South,merchant_fulfilled,Economy,cod,False,,False,False
ORD-0022855,2025-02-04 22:00:00,3693.48,ELE-0001,CUST-00783,Electronics,West,platform_fulfilled,Expedited,paid,False,,False,False
ORD-0021422,2025-02-04 22:00:00,606.44,HOM-0004,CUST-00162,Home,South,platform_fulfilled,Standard,paid,False,,False,False
ORD-0003915,2025-02-04 22:00:00,1227.25,ELE-0001,CUST-00349,Electronics,Central,platform_fulfilled,Economy,paid,False,,False,False
ORD-0006123,2025-02-05 00:00:00,274.73,BEA-0001,CUST-01725,Beauty,North,third_party_fulfilled,Standard,paid,False,,False,False
ORD-0004931,2025-02-05 00:00:00,477.03,BEA-0001,CUST-00635,Beauty,South,platform_fulfilled,Expedited,paid,False,,False,False
ORD-0021275,2025-02-05 01:00:00,1334.23,ELE-0005,CUST-00954,Electronics,Central,platform_fulfilled,Standard,cod,False,,False,False
ORD-0016633,2025-02-05 02:00:00,608.56,APP-0005,CUST-00436,Apparel,Central,platform_fulfilled,Expedited,paid,True,1739930400000000000,True,False
ORD-0017643,2025-02-05 02:00:00,817.33,HOM-0002,CUST-00010,Home,East,platform_fulfilled,Expedited,paid,False,,False,False
ORD-0000952,2025-02-05 02:00:00,1302.23,APP-0001,CUST-00899,Apparel,West,third_party_fulfilled,Standard,paid,True,1739584800000000000,True,False
ORD-0000103,2025-02-05 04:00:00,608.04,APP-0001,CUST-01131,Apparel,South,platform_fulfilled,Economy,cod,False,,False,False
ORD-0020601,2025-02-05 04:00:00,879.29,HOM-0004,CUST-01869,Home,South,platform_fulfilled,Expedited,cod,False,,False,False
ORD-0007136,2025-02-05 04:00:00,541.63,HOM-0002,CUST-00265,Home,North,platform_fulfilled,Expedited,paid,False,,False,False
ORD-0008746,2025-02-05 05:00:00,1642.32,ELE-0003,CUST-01815,Electronics,Central,platform_fulfilled,Standard,cod,False,,False,False
ORD-0010383,2025-02-05 05:00:00,735.38,APP-0001,CUST-01292,Apparel,Central,platform_fulfilled,Standard,paid,False,,False,False
ORD-0017305,2025-02-05 05:00:00,1144.61,SPO-0001,CUST-00761,Sports,East,platform_fulfilled,Standard,paid,False,,False,False
ORD-0008800,2025-02-05 05:00:00,3394.14,ELE-0013,CUST-01070,Electronics,West,platform_fulfilled,Expedited,paid,False,,False,False
ORD-0023442,2025-02-05 05:00:00,1628.6,APP-0001,CUST-01965,Apparel,North,platform_fulfilled,Standard,paid,True,1739768400000000000,True,False
ORD-0014481,2025-02-05 06:00:00,185.61,BEA-0011,CUST-01078,Beauty,East,merchant_fulfilled,Expedited,paid,True,1739426400000000000,True,False
ORD-0014556,2025-02-05 06:00:00,522.77,HOM-0001,CUST-01791,Home,North,platform_fulfilled,Standard,paid,False,,False,False
ORD-0023699,2025-02-05 07:00:00,955.97,HOM-0001,CUST-01110,Home,East,merchant_fulfilled,Standard,paid,True,1739257200000000000,True,False
ORD-0003020,2025-02-05 08:00:00,1144.92,APP-0026,CUST-00025,Apparel,North,merchant_fulfilled,Standard,paid,False,,False,False
ORD-0013971,2025-02-05 08:00:00,515.53,BEA-0001,CUST-01626,Beauty,North,third_party_fulfilled,Standard,paid,True,1739865600000000000,True,False
ORD-0018334,2025-02-05 09:00:00,171.68,BOO-0051,CUST-01742,Books,North,platform_fulfilled,Expedited,paid,False,,False,False
ORD-0021874,2025-02-05 09:00:00,750.17,BEA-0003,CUST-01858,Beauty,Central,merchant_fulfilled,Standard,paid,False,,False,False
ORD-0017159,2025-02-05 10:00:00,199.91,BOO-0002,CUST-01479,Books,Central,merchant_fulfilled,Standard,paid,False,,False,False
ORD-0005017,2025-02-05 10:00:00,996.92,HOM-0002,CUST-00627,Home,East,merchant_fulfilled,Standard,cod,False,,False,False
ORD-0013329,2025-02-05 11:00:00,1237.63,APP-0002,CUST-00657,Apparel,West,platform_fulfilled,Standard,paid,True,1740308400000000000,True,False
ORD-0003796,2025-02-05 12:00:00,1096.96,HOM-0001,CUST-01125,Home,North,third_party_fulfilled,Standard,cod,False,,False,False
ORD-0023205,2025-02-05 12:00:00,631.12,SPO-0006,CUST-01352,Sports,Central,third_party_fulfilled,Standard,paid,True,1739188800000000000,True,False
ORD-0012238,2025-02-05 13:00:00,642.33,APP-0140,CUST-01885,Apparel,East,merchant_fulfilled,Standard,paid,True,1739019600000000000,True,False
ORD-0000703,2025-02-05 14:00:00,798.11,APP-0009,CUST-01113,Apparel,West,platform_fulfilled,Standard,cod,True,1739800800000000000,True,False
ORD-0010805,2025-02-05 14:00:00,1990.53,HOM-0002,CUST-01368,Home,East,merchant_fulfilled,Standard,paid,False,,False,False
ORD-0016496,2025-02-05 15:00:00,875.5,APP-0001,CUST-01774,Apparel,East,platform_fulfilled,Economy,paid,True,1740409200000000000,True,False
ORD-0007466,2025-02-05 15:00:00,787.11,APP-0001,CUST-00737,Apparel,East,third_party_fulfilled,Economy,paid,True,1739199600000000000,True,False
ORD-0002402,2025-02-05 15:00:00,424.75,BEA-0001,CUST-00359,Beauty,East,third_party_fulfilled,Standard,cod,True,1739718000000000000,True,False
ORD-0015502,2025-02-05 16:00:00,137.23,BOO-0001,CUST-01248,Books,North,platform_fulfilled,Standard,cod,False,,False,False
ORD-0023777,2025-02-05 17:00:00,1778.12,APP-0005,CUST-00929,Apparel,South,platform_fulfilled,Standard,paid,False,,False,False
ORD-0008949,2025-02-05 18:00:00,2166.19,ELE-0001,CUST-01495,Electronics,West,third_party_fulfilled,Standard,cod,True,1739037600000000000,True,False
ORD-0019814,2025-02-05 18:00:00,1292.15,APP-0001,CUST-00445,Apparel,North,merchant_fulfilled,Standard,paid,True,1739037600000000000,True,False
ORD-0016847,2025-02-05 18:00:00,483.08,APP-0001,CUST-00578,Apparel,South,platform_fulfilled,Economy,cod,False,,False,False
ORD-0017158,2025-02-05 19:00:00,1638.29,SPO-0001,CUST-00983,Sports,South,platform_fulfilled,Expedited,cod,False,,False,False
ORD-0001171,2025-02-05 19:00:00,3477.77,ELE-0140,CUST-01781,Electronics,East,platform_fulfilled,Expedited,paid,False,,False,False
ORD-0015860,2025-02-05 19:00:00,494.78,BOO-0002,CUST-00238,Books,West,third_party_fulfilled,Expedited,paid,False,,False,False
ORD-0001412,2025-02-05 21:00:00,330.77,BOO-0001,CUST-00517,Books,North,third_party_fulfilled,Standard,paid,False,,False,False
ORD-0016225,2025-02-05 21:00:00,1064.48,ELE-0022,CUST-00206,Electronics,East,merchant_fulfilled,Standard,paid,False,,False,False
ORD-0020021,2025-02-05 21:00:00,1243.98,SPO-0004,CUST-01467,Sports,East,platform_fulfilled,Standard,paid,True,1740344400000000000,True,False
ORD-0023560,2025-02-05 21:00:00,4198.69,ELE-0001,CUST-01534,Electronics,West,third_party_fulfilled,Standard,paid,True,1740344400000000000,True,False
ORD-0012887,2025-02-05 21:00:00,5271.41,ELE-0001,CUST-00373,Electronics,North,third_party_fulfilled,Standard,paid,False,,False,False
ORD-0007989,2025-02-05 21:00:00,742.67,HOM-0001,CUST-01913,Home,East,merchant_fulfilled,Standard,paid,False,,False,False
ORD-0015944,2025-02-05 22:00:00,871.87,BEA-0001,CUST-01473,Beauty,North,platform_fulfilled,Standard,paid,True,1739829600000000000,True,False
ORD-0004971,2025-02-05 22:00:00,1115.66,HOM-0002,CUST-00757,Home,East,merchant_fulfilled,Standard,paid,True,1739052000000000000,True,False
ORD-0002900,2025-02-05 22:00:00,2372.83,ELE-0001,CUST-01422,Electronics,East,third_party_fulfilled,Expedited,paid,True,1739916000000000000,True,False
ORD-0007778,2025-02-05 23:00:00,1322.41,SPO-0001,CUST-00701,Sports,South,merchant_fulfilled,Standard,cod,False,,False,False
ORD-0014425,2025-02-06 00:00:00,1735.56,APP-0003,CUST-00129,Apparel,East,platform_fulfilled,Standard,cod,False,,False,False
ORD-0011070,2025-02-06 00:00:00,734.13,ELE-0006,CUST-00815,Electronics,South,platform_fulfilled,Standard,paid,True,1740441600000000000,False,False
ORD-0001585,2025-02-06 00:00:00,985.74,HOM-0004,CUST-01632,Home,East,platform_fulfilled,Economy,paid,True,1740268800000000000,True,False
ORD-0022663,2025-02-06 00:00:00,725.79,BEA-0003,CUST-01516,Beauty,South,platform_fulfilled,Standard,paid,False,,False,False
ORD-0009093,2025-02-06 00:00:00,846.77,APP-0001,CUST-01096,Apparel,South,platform_fulfilled,Economy,cod,True,1740096000000000000,True,False
ORD-0004525,2025-02-06 00:00:00,624.14,BEA-0001,CUST-00477,Beauty,Central,platform_fulfilled,Standard,paid,True,1739750400000000000,True,False
ORD-0017770,2025-02-06 00:00:00,1209.66,HOM-0003,CUST-00618,Home,West,platform_fulfilled,Standard,paid,False,,False,False
ORD-0017104,2025-02-06 01:00:00,211.46,BOO-0001,CUST-01028,Books,East,merchant_fulfilled,Standard,paid,True,1739667600000000000,True,False
ORD-0012703,2025-02-06 01:00:00,440.76,BEA-0002,CUST-00094,Beauty,West,third_party_fulfilled,Standard,paid,True,1739408400000000000,True,False
ORD-0020665,2025-02-06 01:00:00,289.57,BOO-0003,CUST-01020,Books,South,platform_fulfilled,Expedited,paid,False,,False,False
ORD-0012823,2025-02-06 01:00:00,904.22,APP-0013,CUST-01109,Apparel,North,platform_fulfilled,Standard,paid,False,,False,False
ORD-0000607,2025-02-06 02:00:00,516.33,SPO-0001,CUST-00631,Sports,North,merchant_fulfilled,Expedited,paid,False,,False,False
ORD-0014950,2025-02-06 02:00:00,1262.38,ELE-0003,CUST-01892,Electronics,Central,platform_fulfilled,Standard,cod,False,,False,False
ORD-0013256,2025-02-06 02:00:00,808.65,APP-0002,CUST-00359,Apparel,East,platform_fulfilled,Standard,paid,True,1739412000000000000,True,False
ORD-0020423,2025-02-06 03:00:00,255.32,BEA-0001,CUST-01075,Beauty,North,platform_fulfilled,Expedited,paid,False,,False,False
ORD-0002673,2025-02-06 03:00:00,1423.76,ELE-0001,CUST-01186,Electronics,North,third_party_fulfilled,Economy,paid,True,1740452400000000000,True,False
ORD-0014145,2025-02-06 03:00:00,1439.12,HOM-0001,CUST-01509,Home,West,platform_fulfilled,Standard,paid,False,,False,False
ORD-0011144,2025-02-06 03:00:00,796.38,APP-0001,CUST-00967,Apparel,North,platform_fulfilled,Standard,cod,False,,False,False
ORD-0017063,2025-02-06 03:00:00,374.68,BEA-0001,CUST-01204,Beauty,North,merchant_fulfilled,Standard,paid,True,1739502000000000000,True,False
ORD-0010488,2025-02-06 04:00:00,495.26,APP-0001,CUST-00902,Apparel,Central,platform_fulfilled,Expedited,paid,False,,False,False
ORD-0011304,2025-02-06 05:00:00,1035.09,SPO-0001,CUST-01726,Sports,West,platform_fulfilled,Standard,paid,False,,False,False
ORD-0017614,2025-02-06 05:00:00,571.4,HOM-0002,CUST-01274,Home,North,platform_fulfilled,Economy,paid,False,,False,False
ORD-0017172,2025-02-06 05:00:00,321.12,BEA-0001,CUST-01327,Beauty,South,merchant_fulfilled,Standard,paid,True,1740114000000000000,True,False
ORD-0010319,2025-02-06 05:00:00,215.01,BOO-0002,CUST-00694,Books,East,platform_fulfilled,Standard,paid,False,,False,False
ORD-0017705,2025-02-06 05:00:00,907.96,SPO-0001,CUST-01709,Sports,South,platform_fulfilled,Economy,paid,False,,False,False
ORD-0000555,2025-02-06 06:00:00,823.51,APP-0001,CUST-00001,Apparel,North,third_party_fulfilled,Expedited,paid,True,1740376800000000000,False,False
ORD-0018996,2025-02-06 06:00:00,1157.36,SPO-0002,CUST-00215,Sports,North,third_party_fulfilled,Standard,paid,False,,False,False
ORD-0007338,2025-02-06 07:00:00,2833.82,ELE-0001,CUST-01717,Electronics,North,platform_fulfilled,Economy,paid,False,,False,False
ORD-0009910,2025-02-06 08:00:00,1003.23,SPO-0001,CUST-00693,Sports,East,merchant_fulfilled,Expedited,paid,True,1739520000000000000,True,False
ORD-0017111,2025-02-06 08:00:00,794.35,HOM-0005,CUST-01973,Home,Central,merchant_fulfilled,Expedited,paid,False,,False,False
ORD-0003238,2025-02-06 09:00:00,284.1,APP-0001,CUST-00252,Apparel,South,platform_fulfilled,Expedited,paid,True,1739610000000000000,True,False
ORD-0016917,2025-02-06 09:00:00,1280.6,APP-0002,CUST-01325,Apparel,North,platform_fulfilled,Standard,paid,True,1739091600000000000,True,False
ORD-0018748,2025-02-06 09:00:00,3134.21,ELE-0001,CUST-01499,Electronics,West,third_party_fulfilled,Standard,paid,True,1739178000000000000,True,False
ORD-0017408,2025-02-06 09:00:00,885.92,ELE-0001,CUST-00615,Electronics,East,platform_fulfilled,Standard,paid,True,1739523600000000000,True,False
ORD-0001110,2025-02-06 09:00:00,317.3,APP-0001,CUST-00473,Apparel,North,platform_fulfilled,Standard,paid,False,,False,False
ORD-0008219,2025-02-06 09:00:00,1181.7,ELE-0001,CUST-01626,Electronics,East,merchant_fulfilled,Standard,paid,False,,False,False
ORD-0020322,2025-02-06 09:00:00,1030.97,SPO-0004,CUST-00115,Sports,South,merchant_fulfilled,Standard,paid,False,,False,False
ORD-0001440,2025-02-06 10:00:00,333.88,BOO-0001,CUST-00364,Books,South,merchant_fulfilled,Standard,paid,False,,False,False
ORD-0022125,2025-02-06 10:00:00,1382.62,ELE-0003,CUST-01860,Electronics,South,platform_fulfilled,Standard,cod,False,,False,False
ORD-0020818,2025-02-06 10:00:00,181.44,BOO-0003,CUST-00499,Books,West,third_party_fulfilled,Expedited,paid,False,,False,False
ORD-0022425,2025-02-06 10:00:00,139.7,BEA-0001,CUST-01502,Beauty,West,platform_fulfilled,Economy,paid,True,1739786400000000000,True,False
ORD-0012608,2025-02-06 11:00:00,237.93,SPO-0002,CUST-00636,Sports,Central,platform_fulfilled,Economy,paid,False,,False,False
ORD-0013627,2025-02-06 11:00:00,535.54,BEA-0001,CUST-01240,Beauty,South,platform_fulfilled,Economy,paid,True,1740481200000000000,True,False
ORD-0017502,2025-02-06 11:00:00,165.68,BOO-0037,CUST-00075,Books,East,merchant_fulfilled,Standard,paid,False,,False,False
ORD-0008370,2025-02-06 11:00:00,660.16,APP-0001,CUST-01656,Apparel,South,platform_fulfilled,Expedited,paid,False,,False,False
ORD-0012785,2025-02-06 11:00:00,858.39,HOM-0001,CUST-00795,Home,North,third_party_fulfilled,Standard,paid,False,,False,False
ORD-0005833,2025-02-06 12:00:00,2460.6,ELE-0017,CUST-00210,Electronics,North,platform_fulfilled,Standard,cod,True,1740484800000000000,True,False
ORD-0010401,2025-02-06 13:00:00,269.15,BOO-0001,CUST-01025,Books,Central,platform_fulfilled,Standard,paid,False,,False,False
ORD-0001213,2025-02-06 13:00:00,691.12,HOM-0001,CUST-01726,Home,East,platform_fulfilled,Standard,paid,False,,False,False
ORD-0015680,2025-02-06 15:00:00,847.94,BEA-0001,CUST-01823,Beauty,West,third_party_fulfilled,Standard,paid,True,1739545200000000000,True,False
ORD-0001252,2025-02-06 15:00:00,1873.82,APP-0002,CUST-00861,Apparel,West,merchant_fulfilled,Standard,paid,True,1739372400000000000,True,False
ORD-0015916,2025-02-06 16:00:00,767.87,APP-0001,CUST-01919,Apparel,South,platform_fulfilled,Economy,paid,True,1740412800000000000,True,False
ORD-0001482,2025-02-06 16:00:00,1536.48,APP-0003,CUST-01328,Apparel,Central,platform_fulfilled,Standard,paid,False,,False,False
ORD-0014577,2025-02-06 17:00:00,773.92,HOM-0002,CUST-01709,Home,South,platform_fulfilled,Standard,cod,False,,False,False
ORD-0008568,2025-02-06 17:00:00,1650.12,ELE-0001,CUST-00957,Electronics,West,merchant_fulfilled,Economy,paid,False,,False,False
ORD-0018594,2025-02-06 17:00:00,603.13,APP-0001,CUST-01283,Apparel,South,platform_fulfilled,Standard,paid,True,1740157200000000000,True,False
ORD-0004029,2025-02-06 17:00:00,1583.16,ELE-0001,CUST-00397,Electronics,Central,platform_fulfilled,Standard,paid,False,,False,False
ORD-0003980,2025-02-06 17:00:00,1060.99,HOM-0005,CUST-00715,Home,North,third_party_fulfilled,Economy,paid,False,,False,False
ORD-0016742,2025-02-06 17:00:00,992.63,HOM-0001,CUST-01695,Home,Central,merchant_fulfilled,Standard,paid,False,,False,False
ORD-0021504,2025-02-06 18:00:00,967.66,BEA-0001,CUST-01218,Beauty,South,platform_fulfilled,Expedited,paid,False,,False,False
ORD-0021987,2025-02-06 18:00:00,1192.58,APP-0001,CUST-00299,Apparel,South,third_party_fulfilled,Economy,paid,False,,False,False
ORD-0015936,2025-02-06 19:00:00,1620.45,APP-0001,CUST-00941,Apparel,South,platform_fulfilled,Standard,paid,False,,False,False
ORD-0013205,2025-02-06 19:00:00,2505.7,ELE-0022,CUST-01783,Electronics,North,platform_fulfilled,Standard,cod,True,1740423600000000000,True,False
ORD-0010918,2025-02-06 21:00:00,360.58,HOM-0001,CUST-00941,Home,South,platform_fulfilled,Standard,paid,False,,False,False
ORD-0009576,2025-02-06 21:00:00,1620.52,HOM-0001,CUST-01556,Home,South,third_party_fulfilled,Economy,paid,False,,False,False
ORD-0017152,2025-02-06 22:00:00,948.67,APP-0004,CUST-00341,Apparel,Central,third_party_fulfilled,Expedited,paid,True,1739224800000000000,True,False
ORD-0020302,2025-02-06 22:00:00,415.1,BEA-0007,CUST-01022,Beauty,East,platform_fulfilled,Standard,paid,False,,False,False
