Order ID,Date,Status,Fulfilment,ship-service-level,Category,Amount,ship-state,SKU
ORD-0007251,07-26-25,Shipped - Delivered to Buyer,platform_fulfilled,Standard,Home,166.39,South,HOM-0005
ORD-0017511,05-29-25,Shipped,merchant_fulfilled,Economy,Beauty,462.07,East,BEA-0002
ORD-0016504,01-02-25,Shipped - Delivered to Buyer,merchant_fulfilled,Standard,Beauty,190.47,Central,BEA-0001
ORD-0015461,09-06-25,Shipped,platform_fulfilled,Expedited,Home,3021.25,East,HOM-0001
ORD-0006299,02-14-25,Shipped - Rejected by Buyer,third_party_fulfilled,Standard,Apparel,590.44,Central,APP-0001
ORD-0009999,09-02-25,Shipped,third_party_fulfilled,Standard,Electronics,4015.27,Central,ELE-0004
ORD-0019189,06-16-25,Shipped,merchant_fulfilled,Standard,Home,1215.82,South,HOM-0001
ORD-0017611,12-18-25,Shipped - Returned to seller,platform_fulfilled,Economy,Apparel,2670.59,North,APP-0001
ORD-0019717,04-10-25,Shipped - Delivered to Buyer,platform_fulfilled,Expedited,Sports,1251.47,West,SPO-0001
ORD-0019120,08-14-25,Shipped - Delivered to Buyer,platform_fulfilled,Standard,Apparel,503.01,West,APP-0001
ORD-0021906,10-08-25,Shipped,third_party_fulfilled,Economy,Electronics,3573.63,East,ELE-0001
ORD-0011837,05-22-25,Shipped - Delivered to Buyer,merchant_fulfilled,Standard,Home,998.4,Central,HOM-0001
ORD-0005622,07-10-25,Shipped,platform_fulfilled,Standard,Electronics,1298.06,South,ELE-0004
ORD-0013351,07-02-25,Shipped - Delivered to Buyer,platform_fulfilled,Standard,Beauty,481.84,North,BEA-0012
ORD-0015758,08-23-25,Shipped - Returned to seller,platform_fulfilled,Standard,Apparel,711.28,North,APP-0002
ORD-0006027,02-02-25,Shipped,merchant_fulfilled,Expedited,Apparel,608.46,East,APP-0001
ORD-0005461,10-06-25,Shipped - Delivered to Buyer,third_party_fulfilled,Standard,Beauty,415.36,North,BEA-0001
ORD-0000834,10-02-25,Shipped,platform_fulfilled,Standard,Home,1458.81,Central,HOM-0005
ORD-0018927,09-29-25,Shipped - Delivered to Buyer,third_party_fulfilled,Economy,Books,407.48,North,BOO-0001
ORD-0023858,07-11-25,Shipped - Delivered to Buyer,platform_fulfilled,Standard,Electronics,2212.53,North,ELE-0004
ORD-0011121,09-28-25,Shipped - Delivered to Buyer,platform_fulfilled,Expedited,Sports,945.86,West,SPO-0002
ORD-0003041,03-25-25,Shipped,third_party_fulfilled,Expedited,Electronics,1623.59,South,ELE-0001
ORD-0007716,12-09-25,Shipped - Delivered to Buyer,platform_fulfilled,Standard,Apparel,579.68,South,APP-0008
ORD-0012424,12-29-25,Shipped - Returned to seller,third_party_fulfilled,Expedited,Apparel,928.98,East,APP-0001
ORD-0007633,07-13-25,Shipped,platform_fulfilled,Standard,Sports,980.33,West,SPO-0010
ORD-0022938,06-28-25,Shipped,platform_fulfilled,Expedited,Apparel,865.39,North,APP-0140
ORD-0019542,03-05-25,Shipped,merchant_fulfilled,Standard,Beauty,1080.6,South,BEA-0001
ORD-0015986,09-29-25,Shipped - Delivered to Buyer,third_party_fulfilled,Economy,Apparel,810.78,Central,APP-0001
ORD-0013040,05-18-25,Shipped,third_party_fulfilled,Standard,Books,149.1,East,BOO-0002
ORD-0017614,08-21-25,Shipped - Delivered to Buyer,platform_fulfilled,Economy,Home,1124.7,North,HOM-0001
ORD-0021935,01-29-25,Shipped,platform_fulfilled,Standard,Apparel,482.58,South,APP-0001
ORD-0000476,10-14-25,Shipped - Delivered to Buyer,platform_fulfilled,Economy,Electronics,2183.28,South,ELE-0001
ORD-0010372,11-30-25,Shipped,platform_fulfilled,Standard,Apparel,607.71,North,APP-0001
ORD-0012514,03-26-25,Shipped,platform_fulfilled,Standard,Beauty,979.25,South,BEA-0010
ORD-0023973,01-14-25,Shipped - Delivered to Buyer,platform_fulfilled,Standard,Home,1260.39,North,HOM-0002
ORD-0020210,05-06-25,Shipped,merchant_fulfilled,Standard,Home,629.55,East,HOM-0001
ORD-0003509,10-19-25,Shipped,platform_fulfilled,Standard,Beauty,385.77,Central,BEA-0001
ORD-0019912,09-18-25,Shipped - Delivered to Buyer,platform_fulfilled,Standard,Electronics,1517.11,South,ELE-0012
ORD-0022565,05-07-25,Shipped,platform_fulfilled,Economy,Home,456.79,North,HOM-0001
ORD-0022023,04-26-25,Shipped,platform_fulfilled,Standard,Sports,828.72,East,SPO-0001
ORD-0014915,04-23-25,Shipped - Delivered to Buyer,merchant_fulfilled,Standard,Apparel,516.15,West,APP-0002
ORD-0007141,06-29-25,Shipped - Delivered to Buyer,platform_fulfilled,Economy,Electronics,907.59,North,ELE-0003
ORD-0017767,10-10-25,Shipped - Delivered to Buyer,merchant_fulfilled,Standard,Electronics,3334.4,North,ELE-0002
ORD-0010682,09-02-25,Shipped,platform_fulfilled,Standard,Sports,390.01,West,SPO-0001
ORD-0013684,12-17-25,Shipped,merchant_fulfilled,Economy,Beauty,733.87,North,BEA-0002
ORD-0020475,09-10-25,Shipped,platform_fulfilled,Economy,Sports,1098.75,Central,SPO-0002
ORD-0009101,08-13-25,Shipped - Delivered to Buyer,platform_fulfilled,Economy,Electronics,2792.19,West,ELE-0006
ORD-0023275,08-04-25,Shipped,platform_fulfilled,Economy,Home,320.21,North,HOM-0002
ORD-0004493,07-22-25,Shipped - Delivered to Buyer,platform_fulfilled,Standard,Books,142.64,South,BOO-0001
ORD-0000822,07-09-25,Shipped - Delivered to Buyer,platform_fulfilled,Economy,Home,644.33,Central,HOM-0001
ORD-0013225,05-10-25,Shipped - Delivered to Buyer,third_party_fulfilled,Expedited,Home,937.39,North,HOM-0001
ORD-0012944,05-06-25,Shipped,platform_fulfilled,Expedited,Sports,692.85,East,SPO-0001
ORD-0013902,04-24-25,Shipped - Delivered to Buyer,third_party_fulfilled,Standard,Beauty,294.26,South,BEA-0001
ORD-0002966,09-23-25,Shipped,platform_fulfilled,Standard,Home,974.7,North,HOM-0002
ORD-0004993,09-25-25,Shipped - Delivered to Buyer,platform_fulfilled,Economy,Beauty,862.08,North,BEA-0009
ORD-0014209,12-14-25,Shipped - Delivered to Buyer,platform_fulfilled,Expedited,Apparel,638.65,Central,APP-0001
ORD-0020276,04-07-25,Shipped - Delivered to Buyer,merchant_fulfilled,Standard,Apparel,601.18,North,APP-0001
ORD-0015160,04-02-25,Shipped - Rejected by Buyer,merchant_fulfilled,Standard,Apparel,1548.15,West,APP-0001
ORD-0012734,12-04-25,Shipped - Delivered to Buyer,platform_fulfilled,Standard,Sports,939.55,Central,SPO-0017
ORD-0002133,08-02-25,Shipped,third_party_fulfilled,Standard,Books,254.55,North,BOO-0001
ORD-0011202,02-12-25,Shipped,merchant_fulfilled,Expedited,Apparel,449.01,Central,APP-0001
ORD-0013402,08-03-25,Shipped,merchant_fulfilled,Standard,Electronics,3303.78,East,ELE-0001
ORD-0010891,07-09-25,Shipped - Rejected by Buyer,platform_fulfilled,Standard,Apparel,594.1,South,APP-0001
ORD-0021301,05-23-25,Shipped,platform_fulfilled,Expedited,Apparel,978.12,Central,APP-0003
ORD-0002773,12-06-25,Shipped - Returned to seller,platform_fulfilled,Expedited,Sports,527.81,Central,SPO-0003
ORD-0017557,08-16-25,Shipped - Delivered to Buyer,third_party_fulfilled,Economy,Sports,680.15,North,SPO-0001
ORD-0003438,08-23-25,Shipped - Rejected by Buyer,platform_fulfilled,Expedited,Electronics,4557.48,North,ELE-0002
ORD-0013561,01-08-25,Shipped - Returned to seller,platform_fulfilled,Standard,Apparel,603.61,South,APP-0001
ORD-0022445,01-26-25,Shipped,platform_fulfilled,Standard,Electronics,3765.27,East,ELE-0002
ORD-0000447,10-09-25,Shipped - Rejected by Buyer,third_party_fulfilled,Economy,Books,494.53,South,BOO-0001
ORD-0007791,07-24-25,Shipped - Returned to seller,merchant_fulfilled,Economy,Beauty,167.46,South,BEA-0001
ORD-0009112,08-27-25,Shipped - Delivered to Buyer,third_party_fulfilled,Standard,Electronics,1356.68,South,ELE-0002
ORD-0009059,07-30-25,Shipped,platform_fulfilled,Economy,Apparel,927.66,South,APP-0002
ORD-0004848,11-20-25,Shipped - Returned to seller,third_party_fulfilled,Economy,Home,1606.19,South,HOM-0002
ORD-0005704,05-27-25,Shipped,merchant_fulfilled,Standard,Beauty,772.91,East,BEA-0001
ORD-0019293,07-26-25,Shipped - Delivered to Buyer,platform_fulfilled,Standard,Home,2013.39,North,HOM-0001
ORD-0020278,04-15-25,Shipped - Returned to seller,platform_fulfilled,Standard,Apparel,624.34,North,APP-0001
ORD-0011265,03-19-25,Shipped - Returned to seller,merchant_fulfilled,Economy,Apparel,1514.94,West,APP-0001
ORD-0021944,09-17-25,Shipped - Delivered to Buyer,third_party_fulfilled,Standard,Home,638.75,North,HOM-0027
ORD-0004037,02-20-25,Shipped,merchant_fulfilled,Economy,Electronics,2616.11,West,ELE-0001
ORD-0005808,01-11-25,Shipped,platform_fulfilled,Standard,Sports,1668.94,Central,SPO-0016
ORD-0001527,05-25-25,Shipped - Returned to seller,third_party_fulfilled,Standard,Electronics,1315.1,South,ELE-0001
ORD-0012608,04-27-25,Shipped,platform_fulfilled,Economy,Sports,954.19,Central,SPO-0001
ORD-0011402,10-18-25,Shipped - Delivered to Buyer,platform_fulfilled,Standard,Home,502.57,North,HOM-0003
ORD-0009150,07-23-25,Shipped - Delivered to Buyer,platform_fulfilled,Economy,Apparel,1140.14,Central,APP-0005
ORD-0001824,03-19-25,Shipped - Delivered to Buyer,third_party_fulfilled,Standard,Home,583.26,North,HOM-0002
ORD-0017085,01-06-25,Shipped,merchant_fulfilled,Expedited,Sports,844.13,South,SPO-0001
ORD-0002158,06-19-25,Shipped - Returned to seller,third_party_fulfilled,Economy,Apparel,507.64,South,APP-0001
ORD-0015575,09-30-25,Shipped - Delivered to Buyer,platform_fulfilled,Expedited,Home,1765.96,North,HOM-0001
ORD-0002308,03-10-25,Shipped - Delivered to Buyer,merchant_fulfilled,Standard,Electronics,3057.57,North,ELE-0001
ORD-0007349,11-03-25,Shipped - Rejected by Buyer,third_party_fulfilled,Standard,Apparel,914.39,North,APP-0005
ORD-0007239,05-19-25,Shipped,merchant_fulfilled,Standard,Electronics,823.8,East,ELE-0002
ORD-0009747,03-14-25,Shipped,third_party_fulfilled,Economy,Home,542.08,East,HOM-0065
ORD-0023682,05-11-25,Shipped - Returned to seller,platform_fulfilled,Standard,Apparel,883.49,South,APP-0001
ORD-0000844,07-14-25,Shipped - Delivered to Buyer,merchant_fulfilled,Expedited,Electronics,1116.71,Central,ELE-0001
ORD-0012071,04-10-25,Shipped - Returned to seller,platform_fulfilled,Economy,Beauty,209.28,South,BEA-0015
ORD-0013882,04-28-25,Shipped,platform_fulfilled,Expedited,Apparel,575.65,West,APP-0011
ORD-0010194,05-06-25,Shipped - Returned to seller,third_party_fulfilled,Economy,Electronics,3144.73,West,ELE-0001
ORD-0004902,12-30-25,Shipped,merchant_fulfilled,Economy,Apparel,539.01,South,APP-0008
ORD-0000868,12-18-25,Shipped - Returned to seller,platform_fulfilled,Standard,Beauty,487.06,West,BEA-0001
ORD-0015341,06-12-25,Shipped - Delivered to Buyer,platform_fulfilled,Standard,Apparel,1028.55,East,APP-0001
ORD-0023421,08-01-25,Shipped - Delivered to Buyer,merchant_fulfilled,Standard,Apparel,991.07,North,APP-0003
ORD-0020931,12-02-25,Shipped,platform_fulfilled,Standard,Beauty,276.92,Central,BEA-0010
ORD-0022174,05-04-25,Shipped - Delivered to Buyer,platform_fulfilled,Economy,Apparel,368.53,East,APP-0002
ORD-0014476,10-02-25,Shipped,platform_fulfilled,Standard,Beauty,356.59,West,BEA-0003
ORD-0003574,10-07-25,Shipped,platform_fulfilled,Standard,Electronics,769.73,South,ELE-0007
ORD-0017178,03-01-25,Shipped,platform_fulfilled,Expedited,Beauty,791.9,Central,BEA-0001
ORD-0004018,04-23-25,Shipped - Delivered to Buyer,platform_fulfilled,Standard,Electronics,6886.79,East,ELE-0001
ORD-0023047,07-22-25,Shipped - Delivered to Buyer,platform_fulfilled,Standard,Apparel,1196.56,North,APP-0001
ORD-0003374,06-19-25,Shipped - Delivered to Buyer,merchant_fulfilled,Standard,Apparel,288.43,East,APP-0001
ORD-0000579,09-19-25,Shipped,platform_fulfilled,Standard,Sports,589.06,West,SPO-0001
ORD-0004506,01-04-25,Shipped,merchant_fulfilled,Standard,Electronics,1358.71,South,ELE-0001
ORD-0007163,05-31-25,Shipped - Delivered to Buyer,third_party_fulfilled,Standard,Home,1100.4,Central,HOM-0023
ORD-0018059,11-04-25,Shipped - Returned to seller,platform_fulfilled,Economy,Sports,487.55,West,SPO-0001
ORD-0017430,08-27-25,Shipped - Delivered to Buyer,third_party_fulfilled,Economy,Electronics,1766.68,East,ELE-0001
ORD-0021409,03-14-25,Shipped - Delivered to Buyer,third_party_fulfilled,Economy,Electronics,1416.32,East,ELE-0002
ORD-0004987,05-09-25,Shipped - Delivered to Buyer,merchant_fulfilled,Standard,Home,1252.44,West,HOM-0002
ORD-0006637,07-22-25,Shipped - Delivered to Buyer,platform_fulfilled,Standard,Apparel,531.01,South,APP-0002
ORD-0000186,09-26-25,Shipped,platform_fulfilled,Standard,Home,1406.82,East,HOM-0001
ORD-0002165,11-09-25,Shipped - Delivered to Buyer,merchant_fulfilled,Standard,Sports,485.91,South,SPO-0002
ORD-0021024,05-14-25,Shipped,platform_fulfilled,Economy,Beauty,268.85,South,BEA-0001
ORD-0001607,08-31-25,Shipped - Delivered to Buyer,merchant_fulfilled,Economy,Books,146.29,East,BOO-0002
ORD-0012636,03-20-25,Shipped,platform_fulfilled,Standard,Home,2059.58,West,HOM-0001
ORD-0005402,01-15-25,Shipped,platform_fulfilled,Economy,Apparel,970.2,Central,APP-0010
ORD-0021497,11-17-25,Shipped,merchant_fulfilled,Economy,Home,1378.85,West,HOM-0001
ORD-0002148,11-21-25,Shipped,platform_fulfilled,Economy,Books,86.78,East,BOO-0002
ORD-0023981,04-04-25,Shipped - Returned to seller,merchant_fulfilled,Economy,Apparel,852.31,East,APP-0001
ORD-0022127,11-05-25,Shipped - Delivered to Buyer,merchant_fulfilled,Standard,Apparel,1221.12,North,APP-0001
ORD-0018347,10-27-25,Shipped - Delivered to Buyer,platform_fulfilled,Standard,Home,655.12,East,HOM-0001
ORD-0005898,04-20-25,Shipped - Returned to seller,merchant_fulfilled,Economy,Sports,481.18,South,SPO-0001
ORD-0011598,04-03-25,Shipped - Rejected by Buyer,third_party_fulfilled,Standard,Electronics,1891.47,South,ELE-0001
ORD-0000791,09-01-25,Shipped - Returned to seller,merchant_fulfilled,Standard,Apparel,1253.72,West,APP-0007
ORD-0021848,04-21-25,Shipped - Delivered to Buyer,platform_fulfilled,Standard,Apparel,543.56,East,APP-0001
ORD-0004379,07-16-25,Shipped,platform_fulfilled,Standard,Sports,938.74,Central,SPO-0003
ORD-0022122,06-28-25,Shipped - Delivered to Buyer,third_party_fulfilled,Expedited,Sports,968.12,East,SPO-0002
ORD-0009175,08-02-25,Shipped,platform_fulfilled,Standard,Sports,1333.08,East,SPO-0001
ORD-0017731,08-13-25,Shipped - Delivered to Buyer,platform_fulfilled,Economy,Electronics,2856.38,South,ELE-0001
ORD-0013235,11-26-25,Shipped - Returned to seller,third_party_fulfilled,Economy,Beauty,463.54,South,BEA-0001
ORD-0001989,08-20-25,Shipped,platform_fulfilled,Standard,Books,348.15,East,BOO-0002
ORD-0004123,06-25-25,Shipped - Delivered to Buyer,platform_fulfilled,Expedited,Sports,1585.94,South,SPO-0002
ORD-0002957,02-23-25,Shipped - Delivered to Buyer,merchant_fulfilled,Economy,Apparel,242.21,West,APP-0001
ORD-0013605,02-17-25,Shipped,merchant_fulfilled,Expedited,Apparel,868.88,Central,APP-0001
ORD-0022989,08-22-25,Shipped,platform_fulfilled,Standard,Electronics,4973.38,North,ELE-0003
ORD-0004770,05-05-25,Shipped,platform_fulfilled,Economy,Beauty,622.34,North,BEA-0001
ORD-0010808,11-02-25,Shipped - Returned to seller,platform_fulfilled,Standard,Apparel,738.54,West,APP-0001
ORD-0003974,07-12-25,Shipped - Returned to seller,platform_fulfilled,Expedited,Apparel,791.24,West,APP-0001
ORD-0010639,02-02-25,Shipped,third_party_fulfilled,Expedited,Home,359.12,South,HOM-0001
ORD-0011713,07-25-25,Shipped - Rejected by Buyer,platform_fulfilled,Economy,Apparel,516.85,South,APP-0001
ORD-0017438,08-05-25,Shipped,third_party_fulfilled,Standard,Electronics,2822.7,Central,ELE-0002
ORD-0015334,12-26-25,Shipped,third_party_fulfilled,Standard,Home,1499.94,East,HOM-0001
ORD-0015184,03-03-25,Shipped,platform_fulfilled,Standard,Home,430.74,North,HOM-0006
ORD-0021529,02-18-25,Shipped,platform_fulfilled,Standard,Beauty,186.1,North,BEA-0007
ORD-0004473,04-08-25,Shipped - Delivered to Buyer,third_party_fulfilled,Expedited,Home,1073.12,South,HOM-0001
ORD-0005016,03-22-25,Shipped - Rejected by Buyer,platform_fulfilled,Standard,Apparel,1305.74,West,APP-0001
ORD-0010095,03-11-25,Shipped,merchant_fulfilled,Standard,Sports,1389.25,East,SPO-0001
ORD-0011738,03-19-25,Shipped - Delivered to Buyer,platform_fulfilled,Economy,Beauty,285.06,East,BEA-0001
ORD-0019670,01-16-25,Shipped,merchant_fulfilled,Standard,Apparel,739.47,West,APP-0001
ORD-0017626,01-08-25,Shipped,platform_fulfilled,Economy,Beauty,1104.79,South,BEA-0003
ORD-0018470,02-10-25,Shipped,third_party_fulfilled,Standard,Electronics,4494.04,Central,ELE-0003
ORD-0007556,12-14-25,Shipped - Delivered to Buyer,third_party_fulfilled,Economy,Sports,1120.44,Central,SPO-0001
ORD-0009682,05-03-25,Shipped,platform_fulfilled,Economy,Apparel,577.57,West,APP-0002
ORD-0009312,11-24-25,Shipped - Rejected by Buyer,third_party_fulfilled,Standard,Home,817.27,South,HOM-0001
ORD-0018283,08-02-25,Shipped,platform_fulfilled,Standard,Books,212.19,Central,BOO-0012
ORD-0006247,07-15-25,Shipped,platform_fulfilled,Standard,Books,248.61,North,BOO-0001
ORD-0008872,01-18-25,Shipped,platform_fulfilled,Standard,Sports,1093.45,West,SPO-0003
ORD-0018664,10-14-25,Shipped - Delivered to Buyer,merchant_fulfilled,Standard,Home,581.88,West,HOM-0003
ORD-0018532,03-12-25,Shipped - Delivered to Buyer,third_party_fulfilled,Standard,Sports,1890.42,South,SPO-0005
ORD-0016762,09-19-25,Shipped,merchant_fulfilled,Expedited,Beauty,296.65,Central,BEA-0007
ORD-0009470,04-12-25,Shipped - Delivered to Buyer,third_party_fulfilled,Economy,Apparel,716.84,West,APP-0002
ORD-0013840,05-19-25,Shipped - Delivered to Buyer,platform_fulfilled,Standard,Home,1668.06,South,HOM-0019
ORD-0006568,08-23-25,Shipped,third_party_fulfilled,Standard,Home,901.54,South,HOM-0001
ORD-0007211,11-05-25,Shipped - Delivered to Buyer,third_party_fulfilled,Standard,Home,1464.23,Central,HOM-0001
ORD-0001746,01-25-25,Shipped,merchant_fulfilled,Expedited,Home,1337.24,North,HOM-0001
ORD-0020196,11-24-25,Shipped,platform_fulfilled,Economy,Beauty,501.12,West,BEA-0001
ORD-0006294,07-18-25,Shipped,platform_fulfilled,Standard,Books,490.74,North,BOO-0008
ORD-0022190,05-03-25,Shipped,platform_fulfilled,Standard,Home,553.46,West,HOM-0001
ORD-0015771,08-14-25,Shipped - Delivered to Buyer,platform_fulfilled,Standard,Books,302.28,North,BOO-0002
ORD-0015949,12-15-25,Shipped - Returned to seller,platform_fulfilled,Standard,Apparel,309.01,North,APP-0003
ORD-0001552,05-08-25,Shipped - Rejected by Buyer,platform_fulfilled,Standard,Electronics,2061.14,South,ELE-0001
ORD-0023139,07-21-25,Shipped - Delivered to Buyer,merchant_fulfilled,Expedited,Apparel,448.37,Central,APP-0002
ORD-0003631,07-31-25,Shipped - Delivered to Buyer,platform_fulfilled,Standard,Apparel,720.93,North,APP-0001
ORD-0022618,12-04-25,Shipped,merchant_fulfilled,Expedited,Electronics,1086.68,North,ELE-0002
ORD-0009448,10-20-25,Shipped,merchant_fulfilled,Economy,Home,1328.14,West,HOM-0001
ORD-0021122,05-01-25,Shipped - Returned to seller,third_party_fulfilled,Economy,Apparel,616.8,Central,APP-0011
ORD-0008765,05-20-25,Shipped,platform_fulfilled,Standard,Electronics,2736.42,Central,ELE-0004
ORD-0019140,09-28-25,Shipped,platform_fulfilled,Expedited,Beauty,678.0,Central,BEA-0003
ORD-0022231,01-03-25,Shipped - Delivered to Buyer,platform_fulfilled,Standard,Beauty,508.01,North,BEA-0003
ORD-0006805,02-21-25,Shipped - Delivered to Buyer,platform_fulfilled,Expedited,Sports,1026.92,Central,SPO-0001
ORD-0012087,04-28-25,Shipped - Returned to seller,platform_fulfilled,Expedited,Home,896.69,South,HOM-0008
ORD-0007279,11-12-25,Shipped,merchant_fulfilled,Standard,Home,623.28,Central,HOM-0001
ORD-0017979,10-13-25,Shipped - Delivered to Buyer,platform_fulfilled,Standard,Sports,510.86,South,SPO-0001
ORD-0010360,06-22-25,Shipped - Delivered to Buyer,platform_fulfilled,Standard,Beauty,761.03,East,BEA-0006
ORD-0001480,05-25-25,Shipped,platform_fulfilled,Standard,Electronics,1454.52,West,ELE-0001
ORD-0017572,10-18-25,Shipped - Delivered to Buyer,platform_fulfilled,Standard,Apparel,972.36,East,APP-0012
ORD-0009406,12-16-25,Shipped,merchant_fulfilled,Expedited,Home,1180.18,Central,HOM-0001
ORD-0018972,02-06-25,Shipped,merchant_fulfilled,Standard,Apparel,812.54,South,APP-0001
ORD-0021103,12-06-25,Shipped,platform_fulfilled,Standard,Apparel,450.57,South,APP-0010
ORD-0000771,10-25-25,Shipped - Returned to seller,third_party_fulfilled,Expedited,Apparel,876.13,South,APP-0003
ORD-0009207,06-16-25,Shipped - Delivered to Buyer,platform_fulfilled,Standard,Home,2759.53,West,HOM-0003
ORD-0014257,06-01-25,Shipped,platform_fulfilled,Standard,Apparel,749.19,West,APP-0002
ORD-0014032,12-04-25,Shipped,merchant_fulfilled,Standard,Beauty,391.53,South,BEA-0002
ORD-0017732,05-22-25,Shipped - Returned to seller,third_party_fulfilled,Economy,Apparel,388.75,West,APP-0001
ORD-0009928,09-25-25,Shipped - Delivered to Buyer,platform_fulfilled,Standard,Apparel,734.64,North,APP-0005
ORD-0010772,03-24-25,Shipped,merchant_fulfilled,Standard,Electronics,1011.35,West,ELE-0001
ORD-0005213,10-02-25,Shipped - Delivered to Buyer,platform_fulfilled,Standard,Books,429.22,East,BOO-0002
ORD-0012881,04-27-25,Shipped,platform_fulfilled,Standard,Apparel,311.15,North,APP-0001
ORD-0023851,07-15-25,Shipped,platform_fulfilled,Expedited,Apparel,527.47,East,APP-0001
ORD-0013755,06-28-25,Shipped,platform_fulfilled,Economy,Apparel,713.74,North,APP-0001
ORD-0002654,03-30-25,Shipped - Delivered to Buyer,platform_fulfilled,Standard,Beauty,621.27,East,BEA-0003
ORD-0000961,01-02-25,Shipped - Delivered to Buyer,platform_fulfilled,Expedited,Home,830.09,South,HOM-0005
ORD-0008104,07-15-25,Shipped,merchant_fulfilled,Standard,Beauty,693.04,West,BEA-0003
ORD-0019158,07-27-25,Shipped - Rejected by Buyer,platform_fulfilled,Economy,Beauty,552.1,East,BEA-0003
ORD-0019395,09-21-25,Shipped,platform_fulfilled,Economy,Electronics,3241.58,South,ELE-0006
ORD-0010031,10-31-25,Shipped - Delivered to Buyer,platform_fulfilled,Standard,Home,1348.56,West,HOM-0001
ORD-0003025,08-11-25,Shipped - Delivered to Buyer,third_party_fulfilled,Standard,Electronics,1432.41,West,ELE-0001
ORD-0021243,02-09-25,Shipped,merchant_fulfilled,Standard,Apparel,871.59,Central,APP-0001
ORD-0007898,06-14-25,Shipped - Delivered to Buyer,platform_fulfilled,Economy,Apparel,327.67,West,APP-0001
ORD-0019451,10-08-25,Shipped - Delivered to Buyer,platform_fulfilled,Expedited,Beauty,2704.93,East,BEA-0001
ORD-0005554,01-05-25,Shipped - Returned to seller,merchant_fulfilled,Economy,Apparel,468.8,West,APP-0001
ORD-0012251,02-20-25,Shipped - Returned to seller,third_party_fulfilled,Standard,Apparel,836.61,North,APP-0011
ORD-0010765,07-12-25,Shipped - Delivered to Buyer,platform_fulfilled,Standard,Home,1213.82,East,HOM-0001
ORD-0023017,02-02-25,Shipped - Rejected by Buyer,platform_fulfilled,Standard,Apparel,553.52,East,APP-0001
ORD-0018996,02-09-25,Shipped,third_party_fulfilled,Standard,Sports,2300.4,North,SPO-0007
ORD-0014093,05-28-25,Shipped - Delivered to Buyer,platform_fulfilled,Standard,Books,203.82,North,BOO-0001
ORD-0008974,07-10-25,Shipped - Delivered to Buyer,platform_fulfilled,Economy,Apparel,1736.7,East,APP-0003
ORD-0021869,01-20-25,Shipped - Returned to seller,merchant_fulfilled,Standard,Electronics,2401.08,North,ELE-0001
ORD-0019750,04-16-25,Shipped - Rejected by Buyer,platform_fulfilled,Standard,Beauty,660.3,North,BEA-0004
ORD-0013456,12-14-25,Shipped - Delivered to Buyer,platform_fulfilled,Standard,Home,453.84,South,HOM-0001
ORD-0014042,11-15-25,Shipped - Delivered to Buyer,platform_fulfilled,Standard,Sports,1051.71,North,SPO-0005
ORD-0021226,07-30-25,Shipped - Delivered to Buyer,third_party_fulfilled,Standard,Apparel,1469.58,West,APP-0013
ORD-0005339,07-08-25,Shipped,platform_fulfilled,Expedited,Sports,1569.64,North,SPO-0001
ORD-0001566,07-10-25,Shipped - Returned to seller,platform_fulfilled,Economy,Electronics,1293.67,East,ELE-0140
ORD-0002549,01-25-25,Shipped,platform_fulfilled,Standard,Electronics,2214.37,North,ELE-0001
ORD-0020113,11-28-25,Shipped,platform_fulfilled,Standard,Electronics,742.05,North,ELE-0001
ORD-0014154,10-14-25,Shipped - Returned to seller,third_party_fulfilled,Standard,Apparel,1001.07,West,APP-0007
ORD-0011663,10-16-25,Shipped - Delivered to Buyer,merchant_fulfilled,Economy,Electronics,5086.51,East,ELE-0001
ORD-0022807,02-01-25,Shipped,third_party_fulfilled,Economy,Books,240.21,East,BOO-0001
ORD-0019154,02-24-25,Shipped,merchant_fulfilled,Economy,Home,1999.37,North,HOM-0004
ORD-0012810,01-05-25,Shipped,third_party_fulfilled,Economy,Apparel,810.46,East,APP-0140
ORD-0011449,09-19-25,Shipped,platform_fulfilled,Standard,Beauty,491.99,North,BEA-0008
ORD-0015567,01-30-25,Shipped,merchant_fulfilled,Economy,Beauty,1427.99,Central,BEA-0002
ORD-0010831,08-04-25,Shipped,platform_fulfilled,Standard,Beauty,923.54,Central,BEA-0007
ORD-0020073,07-16-25,Shipped,merchant_fulfilled,Economy,Electronics,5492.46,South,ELE-0001
ORD-0004331,04-16-25,Shipped - Delivered to Buyer,platform_fulfilled,Standard,Apparel,199.67,Central,APP-0001
ORD-0004143,12-01-25,Shipped,merchant_fulfilled,Standard,Apparel,768.97,North,APP-0001
ORD-0007383,10-10-25,Shipped,platform_fulfilled,Expedited,Books,288.94,West,BOO-0001
ORD-0011530,06-23-25,Shipped,merchant_fulfilled,Economy,Home,968.91,North,HOM-0007
ORD-0009230,08-31-25,Shipped - Delivered to Buyer,platform_fulfilled,Standard,Electronics,821.81,South,ELE-0003
ORD-0012788,10-05-25,Shipped,merchant_fulfilled,Expedited,Beauty,401.08,East,BEA-0002
ORD-0015918,08-01-25,Shipped - Delivered to Buyer,third_party_fulfilled,Economy,Apparel,465.01,North,APP-0015
ORD-0010836,02-13-25,Shipped - Delivered to Buyer,merchant_fulfilled,Economy,Apparel,1286.91,East,APP-0007
